           flux         loglam           ivar
              E              E              E
                                             
   1.131695E+01   3.694400E+00   1.368528E+00
   1.063177E+01   3.694500E+00   1.379766E+00
   1.052232E+01   3.694600E+00   1.326344E+00
   1.132514E+01   3.694700E+00   1.262832E+00
   1.054084E+01   3.694800E+00   1.288219E+00
   1.064682E+01   3.694900E+00   1.308986E+00
   1.108040E+01   3.695000E+00   1.233980E+00
   1.100251E+01   3.695100E+00   1.142369E+00
   1.216023E+01   3.695200E+00   1.132507E+00
   9.589697E+00   3.695300E+00   1.286498E+00
   1.089020E+01   3.695400E+00   1.360916E+00
   1.223621E+01   3.695500E+00   1.317800E+00
   1.070614E+01   3.695600E+00   1.345741E+00
   1.075286E+01   3.695700E+00   1.284286E+00
   1.140985E+01   3.695800E+00   1.279570E+00
   1.103165E+01   3.695900E+00   1.260950E+00
   9.972546E+00   3.696000E+00   1.304139E+00
   1.075335E+01   3.696100E+00   1.286998E+00
   9.774220E+00   3.696200E+00   1.357148E+00
   1.077170E+01   3.696300E+00   1.365192E+00
   1.271282E+01   3.696400E+00   1.298971E+00
   1.206006E+01   3.696500E+00   1.214651E+00
   9.804692E+00   3.696600E+00   1.059262E+00
   1.251703E+01   3.696700E+00   9.667789E-01
   1.110017E+01   3.696800E+00   1.262158E+00
   9.627230E+00   3.696900E+00   1.317632E+00
   1.085618E+01   3.697000E+00   1.259687E+00
   1.112821E+01   3.697100E+00   1.254907E+00
   1.151169E+01   3.697200E+00   1.247734E+00
   1.126854E+01   3.697300E+00   1.258057E+00
   1.006885E+01   3.697400E+00   1.230636E+00
   1.026248E+01   3.697500E+00   1.201734E+00
   1.112389E+01   3.697600E+00   1.173943E+00
   1.127623E+01   3.697700E+00   1.166650E+00
   1.182283E+01   3.697800E+00   1.109291E+00
   1.190992E+01   3.697900E+00   1.147121E+00
   1.037523E+01   3.698000E+00   1.211802E+00
   1.126372E+01   3.698100E+00   1.193568E+00
   1.295306E+01   3.698200E+00   1.087896E+00
   1.057986E+01   3.698300E+00   1.183080E+00
   1.063507E+01   3.698400E+00   1.288973E+00
   1.052907E+01   3.698500E+00   1.318781E+00
   1.063600E+01   3.698600E+00   1.345882E+00
   1.170948E+01   3.698700E+00   1.331400E+00
   1.024667E+01   3.698800E+00   1.363605E+00
   1.106991E+01   3.698900E+00   1.330819E+00
   1.153475E+01   3.699000E+00   1.331740E+00
   1.207685E+01   3.699100E+00   1.296482E+00
   1.088671E+01   3.699200E+00   1.334474E+00
   1.204374E+01   3.699300E+00   1.328074E+00
   1.280299E+01   3.699400E+00   1.337798E+00
   1.004606E+01   3.699500E+00   1.454333E+00
   1.318857E+01   3.699600E+00   1.342746E+00
   1.174111E+01   3.699700E+00   1.439286E+00
   1.127116E+01   3.699800E+00   1.400602E+00
   1.390371E+01   3.699900E+00   9.727635E-01
   1.106128E+01   3.700000E+00   1.058185E+00
   1.358347E+01   3.700100E+00   1.225486E+00
   1.158411E+01   3.700200E+00   1.340423E+00
   1.081217E+01   3.700300E+00   1.478105E+00
   1.184075E+01   3.700400E+00   1.351850E+00
   1.205575E+01   3.700500E+00   1.045217E+00
   1.236021E+01   3.700600E+00   1.091232E+00
   1.113775E+01   3.700700E+00   1.243569E+00
   1.091565E+01   3.700800E+00   1.486611E+00
   1.200510E+01   3.700900E+00   1.507506E+00
   1.011711E+01   3.701000E+00   1.569696E+00
   1.119987E+01   3.701100E+00   1.465599E+00
   1.251108E+01   3.701200E+00   1.375067E+00
   1.329771E+01   3.701300E+00   1.379402E+00
   1.174444E+01   3.701400E+00   1.514861E+00
   1.175060E+01   3.701500E+00   1.552365E+00
   1.232890E+01   3.701600E+00   1.519699E+00
   1.104683E+01   3.701700E+00   1.509865E+00
   1.135932E+01   3.701800E+00   1.457488E+00
   1.283384E+01   3.701900E+00   1.416889E+00
   1.186261E+01   3.702000E+00   1.428886E+00
   1.107545E+01   3.702100E+00   1.463795E+00
   1.134974E+01   3.702200E+00   1.442427E+00
   1.166188E+01   3.702300E+00   8.341457E-01
   1.164590E+01   3.702400E+00   8.304728E-01
   1.071921E+01   3.702500E+00   1.456370E+00
   1.118195E+01   3.702600E+00   1.472886E+00
   1.119245E+01   3.702700E+00   1.373694E+00
   1.102654E+01   3.702800E+00   1.376812E+00
   1.112328E+01   3.702900E+00   1.446897E+00
   1.121809E+01   3.703000E+00   1.519929E+00
   1.136876E+01   3.703100E+00   1.459336E+00
   1.135676E+01   3.703200E+00   1.346226E+00
   1.219205E+01   3.703300E+00   1.280188E+00
   1.126272E+01   3.703400E+00   1.282866E+00
   9.869982E+00   3.703500E+00   1.367410E+00
   1.162397E+01   3.703600E+00   1.412403E+00
   1.204587E+01   3.703700E+00   1.457735E+00
   1.141467E+01   3.703800E+00   1.490299E+00
   1.168592E+01   3.703900E+00   1.443366E+00
   1.100617E+01   3.704000E+00   1.480331E+00
   1.231809E+01   3.704100E+00   1.403427E+00
   1.249760E+01   3.704200E+00   1.368311E+00
   1.181145E+01   3.704300E+00   1.399412E+00
   1.211133E+01   3.704400E+00   1.476645E+00
   1.141785E+01   3.704500E+00   1.545707E+00
   1.079306E+01   3.704600E+00   1.514714E+00
   1.229843E+01   3.704700E+00   1.431920E+00
   1.226216E+01   3.704800E+00   1.403678E+00
   1.098386E+01   3.704900E+00   1.488904E+00
   1.142163E+01   3.705000E+00   1.493828E+00
   1.091481E+01   3.705100E+00   1.422013E+00
   1.091133E+01   3.705200E+00   1.373701E+00
   1.140568E+01   3.705300E+00   1.387425E+00
   1.225408E+01   3.705400E+00   1.396430E+00
   1.185680E+01   3.705500E+00   1.454328E+00
   1.153808E+01   3.705600E+00   1.499905E+00
   1.127103E+01   3.705700E+00   1.513647E+00
   1.208642E+01   3.705800E+00   1.489993E+00
   1.272403E+01   3.705900E+00   1.466932E+00
   1.156460E+01   3.706000E+00   1.495022E+00
   1.272000E+01   3.706100E+00   1.435327E+00
   1.253395E+01   3.706200E+00   1.366427E+00
   1.077571E+01   3.706300E+00   1.345504E+00
   1.201299E+01   3.706400E+00   1.358961E+00
   1.092540E+01   3.706500E+00   1.428420E+00
   1.265685E+01   3.706600E+00   1.369506E+00
   1.131688E+01   3.706700E+00   1.388228E+00
   1.110956E+01   3.706800E+00   1.462306E+00
   1.340570E+01   3.706900E+00   1.385506E+00
   1.130131E+01   3.707000E+00   1.487989E+00
   1.148430E+01   3.707100E+00   1.519993E+00
   1.324189E+01   3.707200E+00   1.463833E+00
   1.200457E+01   3.707300E+00   1.545502E+00
   1.060094E+01   3.707400E+00   1.660779E+00
   1.183091E+01   3.707500E+00   1.619775E+00
   1.131910E+01   3.707600E+00   1.631050E+00
   9.490125E+00   3.707700E+00   1.636812E+00
   1.294776E+01   3.707800E+00   1.439879E+00
   1.148116E+01   3.707900E+00   1.394928E+00
   1.178537E+01   3.708000E+00   1.351378E+00
   1.178324E+01   3.708100E+00   1.381076E+00
   1.098218E+01   3.708200E+00   1.480356E+00
   1.239768E+01   3.708300E+00   1.496885E+00
   1.082311E+01   3.708400E+00   1.557232E+00
   8.747753E+00   3.708500E+00   1.666502E+00
   1.138186E+01   3.708600E+00   1.623066E+00
   1.074441E+01   3.708700E+00   1.625722E+00
   1.071109E+01   3.708800E+00   1.596048E+00
   1.221447E+01   3.708900E+00   1.554119E+00
   1.138370E+01   3.709000E+00   1.625716E+00
   1.076877E+01   3.709100E+00   1.621845E+00
   1.126384E+01   3.709200E+00   1.576592E+00
   1.062850E+01   3.709300E+00   1.450214E+00
   1.050511E+01   3.709400E+00   1.501602E+00
   1.215780E+01   3.709500E+00   1.402531E+00
   1.152209E+01   3.709600E+00   1.426212E+00
   1.189839E+01   3.709700E+00   1.330064E+00
   1.094829E+01   3.709800E+00   1.358308E+00
   1.203000E+01   3.709900E+00   1.386320E+00
   1.075297E+01   3.710000E+00   1.535404E+00
   1.169071E+01   3.710100E+00   1.549258E+00
   1.102704E+01   3.710200E+00   1.610693E+00
   9.722410E+00   3.710300E+00   1.574468E+00
   1.177119E+01   3.710400E+00   1.472038E+00
   1.065611E+01   3.710500E+00   1.493286E+00
   1.125391E+01   3.710600E+00   1.520209E+00
   1.141233E+01   3.710700E+00   1.614697E+00
   1.176272E+01   3.710800E+00   1.657950E+00
   9.534092E+00   3.710900E+00   1.789784E+00
   1.110978E+01   3.711000E+00   1.704392E+00
   1.206252E+01   3.711100E+00   1.615068E+00
   1.186024E+01   3.711200E+00   1.600889E+00
   1.174861E+01   3.711300E+00   1.563645E+00
   9.163780E+00   3.711400E+00   1.673944E+00
   1.234510E+01   3.711500E+00   1.565360E+00
   1.126129E+01   3.711600E+00   1.593096E+00
   1.216188E+01   3.711700E+00   1.587132E+00
   1.080465E+01   3.711800E+00   1.618564E+00
   1.174619E+01   3.711900E+00   1.563717E+00
   9.787108E+00   3.712000E+00   1.317816E+00
   1.140089E+01   3.712100E+00   1.328191E+00
   1.072406E+01   3.712200E+00   1.648493E+00
   1.032409E+01   3.712300E+00   1.640170E+00
   9.976803E+00   3.712400E+00   1.693385E+00
   1.125848E+01   3.712500E+00   1.627675E+00
   1.109336E+01   3.712600E+00   1.566053E+00
   1.010674E+01   3.712700E+00   1.624249E+00
   1.056330E+01   3.712800E+00   1.640983E+00
   1.020561E+01   3.712900E+00   1.697849E+00
   1.111242E+01   3.713000E+00   1.657871E+00
   1.131343E+01   3.713100E+00   1.671415E+00
   1.076025E+01   3.713200E+00   1.797734E+00
   1.221415E+01   3.713300E+00   1.469985E+00
   1.025601E+01   3.713400E+00   1.483136E+00
   1.039439E+01   3.713500E+00   1.683154E+00
   1.004520E+01   3.713600E+00   1.645465E+00
   1.049475E+01   3.713700E+00   1.782912E+00
   1.070415E+01   3.713800E+00   1.833655E+00
   1.156212E+01   3.713900E+00   1.741426E+00
   1.198174E+01   3.714000E+00   1.610638E+00
   1.174228E+01   3.714100E+00   1.531468E+00
   1.259464E+01   3.714200E+00   1.539255E+00
   1.122993E+01   3.714300E+00   1.659071E+00
   1.264879E+01   3.714400E+00   1.641247E+00
   1.197559E+01   3.714500E+00   1.597788E+00
   1.144850E+01   3.714600E+00   1.616087E+00
   1.213330E+01   3.714700E+00   1.615089E+00
   9.604032E+00   3.714800E+00   1.789495E+00
   1.088535E+01   3.714900E+00   1.713293E+00
   1.223229E+01   3.715000E+00   1.601194E+00
   1.118891E+01   3.715100E+00   1.605170E+00
   1.136888E+01   3.715200E+00   1.596251E+00
   1.025674E+01   3.715300E+00   1.699313E+00
   1.124015E+01   3.715400E+00   1.689184E+00
   1.065678E+01   3.715500E+00   1.697425E+00
   1.000613E+01   3.715600E+00   1.756575E+00
   1.007017E+01   3.715700E+00   1.778879E+00
   1.087331E+01   3.715800E+00   1.665791E+00
   1.047501E+01   3.715900E+00   1.611269E+00
   9.814797E+00   3.716000E+00   1.625309E+00
   8.941267E+00   3.716100E+00   1.672762E+00
   1.166613E+01   3.716200E+00   1.286937E+00
   1.180790E+01   3.716300E+00   1.328975E+00
   1.253231E+01   3.716400E+00   1.630924E+00
   1.223486E+01   3.716500E+00   1.648179E+00
   1.126052E+01   3.716600E+00   1.727497E+00
   1.222865E+01   3.716700E+00   1.650223E+00
   1.112528E+01   3.716800E+00   1.655595E+00
   1.178424E+01   3.716900E+00   1.634907E+00
   1.115712E+01   3.717000E+00   1.616199E+00
   1.119083E+01   3.717100E+00   1.484184E+00
   1.116751E+01   3.717200E+00   1.377965E+00
   1.187451E+01   3.717300E+00   1.410249E+00
   1.100304E+01   3.717400E+00   1.578655E+00
   1.093729E+01   3.717500E+00   1.615271E+00
   1.240099E+01   3.717600E+00   1.559974E+00
   1.076098E+01   3.717700E+00   1.659364E+00
   9.554769E+00   3.717800E+00   1.676349E+00
   1.128773E+01   3.717900E+00   1.566076E+00
   1.116288E+01   3.718000E+00   1.542473E+00
   1.022772E+01   3.718100E+00   1.576733E+00
   1.140762E+01   3.718200E+00   1.536485E+00
   1.033087E+01   3.718300E+00   1.596322E+00
   1.280161E+01   3.718400E+00   1.521750E+00
   1.208878E+01   3.718500E+00   1.595744E+00
   1.114098E+01   3.718600E+00   1.744662E+00
   1.257522E+01   3.718700E+00   1.638491E+00
   1.131953E+01   3.718800E+00   1.694185E+00
   1.044874E+01   3.718900E+00   1.761993E+00
   1.172230E+01   3.719000E+00   1.768367E+00
   1.048520E+01   3.719100E+00   1.818788E+00
   1.208953E+01   3.719200E+00   1.695015E+00
   1.082157E+01   3.719300E+00   1.717451E+00
   1.004164E+01   3.719400E+00   1.630694E+00
   1.114108E+01   3.719500E+00   1.476247E+00
   1.119919E+01   3.719600E+00   1.460059E+00
   9.710704E+00   3.719700E+00   1.605475E+00
   1.076281E+01   3.719800E+00   1.648009E+00
   1.150816E+01   3.719900E+00   1.716224E+00
   1.024458E+01   3.720000E+00   1.765767E+00
   1.199418E+01   3.720100E+00   1.576315E+00
   1.158014E+01   3.720200E+00   1.531189E+00
   8.625242E+00   3.720300E+00   1.533158E+00
   1.092616E+01   3.720400E+00   1.473844E+00
   1.031395E+01   3.720500E+00   1.623376E+00
   1.198992E+01   3.720600E+00   1.692702E+00
   1.067816E+01   3.720700E+00   1.780957E+00
   1.164357E+01   3.720800E+00   1.613486E+00
   1.153895E+01   3.720900E+00   1.603259E+00
   1.207576E+01   3.721000E+00   1.597961E+00
   1.239384E+01   3.721100E+00   1.591367E+00
   1.045655E+01   3.721200E+00   1.751409E+00
   1.230528E+01   3.721300E+00   1.579678E+00
   1.153222E+01   3.721400E+00   1.606171E+00
   1.198078E+01   3.721500E+00   1.693461E+00
   1.112851E+01   3.721600E+00   1.788814E+00
   1.136621E+01   3.721700E+00   1.776204E+00
   1.189866E+01   3.721800E+00   1.680338E+00
   1.155590E+01   3.721900E+00   1.716667E+00
   1.051384E+01   3.722000E+00   1.741484E+00
   1.133823E+01   3.722100E+00   1.638498E+00
   1.187118E+01   3.722200E+00   1.525640E+00
   1.208748E+01   3.722300E+00   1.539559E+00
   1.239546E+01   3.722400E+00   1.531882E+00
   1.135344E+01   3.722500E+00   1.579311E+00
   1.226237E+01   3.722600E+00   1.538986E+00
   1.226117E+01   3.722700E+00   1.503864E+00
   1.300475E+01   3.722800E+00   1.481747E+00
   1.297961E+01   3.722900E+00   1.449780E+00
   1.235349E+01   3.723000E+00   1.496141E+00
   1.221503E+01   3.723100E+00   1.597720E+00
   1.219140E+01   3.723200E+00   1.522666E+00
   1.216771E+01   3.723300E+00   1.439066E+00
   1.172791E+01   3.723400E+00   1.516541E+00
   1.310228E+01   3.723500E+00   1.551835E+00
   1.395132E+01   3.723600E+00   1.506191E+00
   1.343942E+01   3.723700E+00   1.538417E+00
   1.241979E+01   3.723800E+00   1.571788E+00
   1.306526E+01   3.723900E+00   1.517591E+00
   1.243906E+01   3.724000E+00   1.478059E+00
   1.257964E+01   3.724100E+00   1.482573E+00
   1.279308E+01   3.724200E+00   1.503259E+00
   1.209787E+01   3.724300E+00   1.551187E+00
   1.044744E+01   3.724400E+00   1.645666E+00
   1.163327E+01   3.724500E+00   1.610306E+00
   1.264797E+01   3.724600E+00   1.493375E+00
   1.038461E+01   3.724700E+00   1.569151E+00
   1.121199E+01   3.724800E+00   1.692130E+00
   1.250082E+01   3.724900E+00   1.686823E+00
   1.132309E+01   3.725000E+00   1.703717E+00
   1.195790E+01   3.725100E+00   1.698704E+00
   1.132814E+01   3.725200E+00   1.690652E+00
   1.316610E+01   3.725300E+00   1.607169E+00
   1.146188E+01   3.725400E+00   1.590677E+00
   1.065877E+01   3.725500E+00   1.600183E+00
   1.251313E+01   3.725600E+00   1.572376E+00
   1.158151E+01   3.725700E+00   1.639289E+00
   1.070247E+01   3.725800E+00   1.685816E+00
   1.380733E+01   3.725900E+00   1.582685E+00
   1.202957E+01   3.726000E+00   1.602315E+00
   1.297802E+01   3.726100E+00   1.567229E+00
   1.106883E+01   3.726200E+00   1.673306E+00
   1.083645E+01   3.726300E+00   1.657955E+00
   1.206873E+01   3.726400E+00   1.594857E+00
   1.070695E+01   3.726500E+00   1.591319E+00
   1.255477E+01   3.726600E+00   1.535922E+00
   1.131346E+01   3.726700E+00   1.629736E+00
   1.207180E+01   3.726800E+00   1.562590E+00
   1.070247E+01   3.726900E+00   1.653395E+00
   1.236747E+01   3.727000E+00   1.616363E+00
   1.254106E+01   3.727100E+00   1.657933E+00
   1.008556E+01   3.727200E+00   1.696722E+00
   1.156429E+01   3.727300E+00   1.535514E+00
   1.194227E+01   3.727400E+00   1.557485E+00
   1.112841E+01   3.727500E+00   1.663714E+00
   1.119093E+01   3.727600E+00   1.740041E+00
   1.077363E+01   3.727700E+00   1.816098E+00
   1.152738E+01   3.727800E+00   1.692562E+00
   9.973326E+00   3.727900E+00   1.638284E+00
   1.188477E+01   3.728000E+00   1.546655E+00
   1.259217E+01   3.728100E+00   1.652672E+00
   1.149737E+01   3.728200E+00   1.759353E+00
   1.089213E+01   3.728300E+00   1.769171E+00
   1.167586E+01   3.728400E+00   1.670793E+00
   1.006324E+01   3.728500E+00   1.721982E+00
   1.120780E+01   3.728600E+00   1.728135E+00
   9.495840E+00   3.728700E+00   1.864696E+00
   9.835347E+00   3.728800E+00   1.770555E+00
   1.098574E+01   3.728900E+00   1.664059E+00
   1.094638E+01   3.729000E+00   1.599589E+00
   1.171487E+01   3.729100E+00   1.606089E+00
   1.111306E+01   3.729200E+00   1.637316E+00
   1.115900E+01   3.729300E+00   1.677257E+00
   1.009708E+01   3.729400E+00   1.743065E+00
   1.160644E+01   3.729500E+00   1.734847E+00
   1.169348E+01   3.729600E+00   1.826201E+00
   1.113841E+01   3.729700E+00   1.886295E+00
   1.025437E+01   3.729800E+00   1.874786E+00
   1.067068E+01   3.729900E+00   1.827438E+00
   1.189976E+01   3.730000E+00   1.811682E+00
   1.163535E+01   3.730100E+00   1.854905E+00
   1.172864E+01   3.730200E+00   1.834568E+00
   1.226038E+01   3.730300E+00   1.788218E+00
   1.125306E+01   3.730400E+00   1.723610E+00
   1.134805E+01   3.730500E+00   1.690554E+00
   1.144703E+01   3.730600E+00   1.712924E+00
   1.121883E+01   3.730700E+00   1.658000E+00
   1.059030E+01   3.730800E+00   1.588119E+00
   1.177562E+01   3.730900E+00   1.558753E+00
   1.201475E+01   3.731000E+00   1.691108E+00
   1.004047E+01   3.731100E+00   1.876028E+00
   1.261712E+01   3.731200E+00   1.691146E+00
   1.220585E+01   3.731300E+00   1.637282E+00
   1.188661E+01   3.731400E+00   1.675867E+00
   1.078023E+01   3.731500E+00   1.801765E+00
   1.158576E+01   3.731600E+00   1.795427E+00
   1.170101E+01   3.731700E+00   1.847248E+00
   1.044228E+01   3.731800E+00   1.897030E+00
   1.077959E+01   3.731900E+00   1.837504E+00
   1.232190E+01   3.732000E+00   1.754990E+00
   1.116006E+01   3.732100E+00   1.832637E+00
   1.124803E+01   3.732200E+00   1.836972E+00
   1.082634E+01   3.732300E+00   1.763323E+00
   1.173931E+01   3.732400E+00   1.671111E+00
   1.248138E+01   3.732500E+00   1.357169E+00
   1.053473E+01   3.732600E+00   1.527385E+00
   1.146167E+01   3.732700E+00   1.834807E+00
   1.012797E+01   3.732800E+00   1.885965E+00
   1.192027E+01   3.732900E+00   1.807954E+00
   1.163375E+01   3.733000E+00   1.847842E+00
   1.045421E+01   3.733100E+00   1.901965E+00
   1.044653E+01   3.733200E+00   1.842168E+00
   1.072370E+01   3.733300E+00   1.755455E+00
   1.057117E+01   3.733400E+00   1.826550E+00
   1.203040E+01   3.733500E+00   1.879447E+00
   1.116831E+01   3.733600E+00   1.522351E+00
   1.041418E+01   3.733700E+00   1.497955E+00
   1.094132E+01   3.733800E+00   1.694080E+00
   1.060320E+01   3.733900E+00   1.669332E+00
   1.127822E+01   3.734000E+00   1.686021E+00
   1.132042E+01   3.734100E+00   1.701019E+00
   1.085950E+01   3.734200E+00   1.778777E+00
   1.156383E+01   3.734300E+00   1.726953E+00
   1.173542E+01   3.734400E+00   1.713960E+00
   1.121698E+01   3.734500E+00   1.761487E+00
   1.048060E+01   3.734600E+00   1.875155E+00
   1.121224E+01   3.734700E+00   1.814835E+00
   1.224575E+01   3.734800E+00   1.727964E+00
   1.042131E+01   3.734900E+00   1.722021E+00
   1.219088E+01   3.735000E+00   1.562447E+00
   9.868123E+00   3.735100E+00   1.802124E+00
   9.664649E+00   3.735200E+00   2.008384E+00
   1.239392E+01   3.735300E+00   1.834431E+00
   1.103582E+01   3.735400E+00   1.837154E+00
   1.221515E+01   3.735500E+00   1.752683E+00
   1.008322E+01   3.735600E+00   1.775690E+00
   1.160873E+01   3.735700E+00   1.666862E+00
   1.244001E+01   3.735800E+00   1.713429E+00
   1.138028E+01   3.735900E+00   1.749305E+00
   1.097316E+01   3.736000E+00   1.731113E+00
   1.171685E+01   3.736100E+00   1.571246E+00
   1.174127E+01   3.736200E+00   1.621908E+00
   1.144323E+01   3.736300E+00   1.696100E+00
   1.098171E+01   3.736400E+00   1.722078E+00
   1.142343E+01   3.736500E+00   1.689939E+00
   1.135027E+01   3.736600E+00   1.694256E+00
   1.106904E+01   3.736700E+00   1.789622E+00
   1.097353E+01   3.736800E+00   1.914571E+00
   9.404203E+00   3.736900E+00   1.981330E+00
   9.564423E+00   3.737000E+00   1.923119E+00
   1.228031E+01   3.737100E+00   1.742293E+00
   1.048045E+01   3.737200E+00   1.596663E+00
   8.940881E+00   3.737300E+00   1.224829E+00
   1.056728E+01   3.737400E+00   8.480729E-01
   1.219906E+01   3.737500E+00   7.972533E-01
   1.126558E+01   3.737600E+00   8.817407E-01
   1.125776E+01   3.737700E+00   1.102283E+00
   1.021131E+01   3.737800E+00   1.518304E+00
   1.140664E+01   3.737900E+00   1.617534E+00
   1.222069E+01   3.738000E+00   1.691009E+00
   1.198524E+01   3.738100E+00   1.714575E+00
   1.066721E+01   3.738200E+00   1.837577E+00
   1.069052E+01   3.738300E+00   1.757710E+00
   1.001905E+01   3.738400E+00   1.396519E+00
   1.064043E+01   3.738500E+00   1.449496E+00
   1.166366E+01   3.738600E+00   1.749631E+00
   1.109675E+01   3.738700E+00   1.848886E+00
   1.014809E+01   3.738800E+00   1.966920E+00
   1.108510E+01   3.738900E+00   1.863269E+00
   9.890759E+00   3.739000E+00   1.779081E+00
   9.845325E+00   3.739100E+00   1.596770E+00
   1.043333E+01   3.739200E+00   1.486082E+00
   1.080731E+01   3.739300E+00   1.599326E+00
   1.000731E+01   3.739400E+00   1.832440E+00
   1.127565E+01   3.739500E+00   1.836029E+00
   1.090348E+01   3.739600E+00   1.820932E+00
   9.607347E+00   3.739700E+00   1.806202E+00
   1.109662E+01   3.739800E+00   1.586389E+00
   1.149381E+01   3.739900E+00   1.600998E+00
   9.779081E+00   3.740000E+00   1.771836E+00
   1.151538E+01   3.740100E+00   1.816045E+00
   9.903645E+00   3.740200E+00   1.872739E+00
   1.034243E+01   3.740300E+00   1.851964E+00
   1.136674E+01   3.740400E+00   1.734865E+00
   1.114050E+01   3.740500E+00   1.691960E+00
   1.076895E+01   3.740600E+00   1.619048E+00
   1.070091E+01   3.740700E+00   1.658019E+00
   1.018781E+01   3.740800E+00   1.821178E+00
   1.049423E+01   3.740900E+00   1.794837E+00
   1.200985E+01   3.741000E+00   1.648103E+00
   1.231778E+01   3.741100E+00   1.678166E+00
   1.140435E+01   3.741200E+00   1.666031E+00
   1.069211E+01   3.741300E+00   1.722658E+00
   1.019597E+01   3.741400E+00   1.747625E+00
   1.146142E+01   3.741500E+00   1.685585E+00
   1.139193E+01   3.741600E+00   1.704245E+00
   1.068719E+01   3.741700E+00   1.740805E+00
   1.099469E+01   3.741800E+00   1.703230E+00
   1.186456E+01   3.741900E+00   1.669140E+00
   1.043319E+01   3.742000E+00   1.768691E+00
   1.004201E+01   3.742100E+00   1.434313E+00
   9.918263E+00   3.742200E+00   1.377828E+00
   1.132104E+01   3.742300E+00   1.720165E+00
   1.090531E+01   3.742400E+00   1.790726E+00
   1.184132E+01   3.742500E+00   1.758880E+00
   1.076839E+01   3.742600E+00   1.768150E+00
   9.961276E+00   3.742700E+00   1.824314E+00
   1.051462E+01   3.742800E+00   1.717017E+00
   1.037931E+01   3.742900E+00   1.652641E+00
   1.215680E+01   3.743000E+00   1.581032E+00
   1.208557E+01   3.743100E+00   1.631291E+00
   1.192607E+01   3.743200E+00   1.733825E+00
   1.100703E+01   3.743300E+00   1.817576E+00
   1.165913E+01   3.743400E+00   1.709020E+00
   1.215443E+01   3.743500E+00   1.625893E+00
   1.154093E+01   3.743600E+00   1.640752E+00
   1.166551E+01   3.743700E+00   1.717438E+00
   1.081654E+01   3.743800E+00   1.788830E+00
   9.893507E+00   3.743900E+00   1.764849E+00
   1.093838E+01   3.744000E+00   1.615849E+00
   9.527616E+00   3.744100E+00   1.715939E+00
   1.033357E+01   3.744200E+00   1.758426E+00
   1.136485E+01   3.744300E+00   1.747378E+00
   1.129139E+01   3.744400E+00   1.729823E+00
   1.065577E+01   3.744500E+00   1.865982E+00
   1.052111E+01   3.744600E+00   1.882321E+00
   1.014057E+01   3.744700E+00   1.811046E+00
   9.793366E+00   3.744800E+00   1.715576E+00
   1.165999E+01   3.744900E+00   1.700754E+00
   1.171752E+01   3.745000E+00   1.800224E+00
   1.129430E+01   3.745100E+00   1.835535E+00
   1.332314E+01   3.745200E+00   1.384831E+00
   1.041327E+01   3.745300E+00   1.517509E+00
   1.184007E+01   3.745400E+00   1.834547E+00
   1.048416E+01   3.745500E+00   1.784530E+00
   1.064409E+01   3.745600E+00   1.838310E+00
   1.088034E+01   3.745700E+00   1.799170E+00
   9.249662E+00   3.745800E+00   1.807606E+00
   9.753732E+00   3.745900E+00   1.702128E+00
   9.487214E+00   3.746000E+00   1.612650E+00
   9.884604E+00   3.746100E+00   1.619692E+00
   9.988977E+00   3.746200E+00   1.745471E+00
   1.006145E+01   3.746300E+00   1.509189E+00
   9.708052E+00   3.746400E+00   7.379914E-01
   6.288106E+00   3.746500E+00   1.453216E-01
   7.374729E+00   3.746600E+00   6.646532E-02
   7.283223E+00   3.746700E+00   2.077568E-01
   9.373643E+00   3.746800E+00   1.178387E+00
   1.065383E+01   3.746900E+00   1.813989E+00
   9.278326E+00   3.747000E+00   1.790379E+00
   9.398857E+00   3.747100E+00   1.937486E+00
   9.470636E+00   3.747200E+00   2.013865E+00
   1.086951E+01   3.747300E+00   1.852085E+00
   1.176101E+01   3.747400E+00   1.573003E+00
   9.987652E+00   3.747500E+00   1.640895E+00
   1.111434E+01   3.747600E+00   1.737195E+00
   9.120231E+00   3.747700E+00   1.902188E+00
   1.004698E+01   3.747800E+00   1.755213E+00
   1.054438E+01   3.747900E+00   1.744000E+00
   1.179254E+01   3.748000E+00   1.486786E+00
   1.172817E+01   3.748100E+00   1.481590E+00
   1.039346E+01   3.748200E+00   1.823788E+00
   1.056487E+01   3.748300E+00   1.987857E+00
   1.067639E+01   3.748400E+00   1.982268E+00
   1.006615E+01   3.748500E+00   1.912407E+00
   1.049555E+01   3.748600E+00   1.728706E+00
   1.030014E+01   3.748700E+00   1.626760E+00
   9.818405E+00   3.748800E+00   1.725844E+00
   1.107549E+01   3.748900E+00   1.822182E+00
   8.289815E+00   3.749000E+00   2.059342E+00
   1.178691E+01   3.749100E+00   1.863048E+00
   9.785494E+00   3.749200E+00   1.939076E+00
   1.062343E+01   3.749300E+00   1.765705E+00
   1.135612E+01   3.749400E+00   1.681574E+00
   1.181467E+01   3.749500E+00   1.700748E+00
   8.648178E+00   3.749600E+00   1.760546E+00
   1.034862E+01   3.749700E+00   1.732772E+00
   9.955982E+00   3.749800E+00   1.930312E+00
   1.141908E+01   3.749900E+00   1.870795E+00
   1.156523E+01   3.750000E+00   1.797859E+00
   8.925350E+00   3.750100E+00   1.930206E+00
   9.395306E+00   3.750200E+00   1.882699E+00
